,gp,tp,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W,ppg
43927,13,3,0.0,0.23076923076923078,0.3076923076923077,-0.07692307692307693,0,1,0,0,0,0,0.23
45120,2,0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0.0
42631,65,24,0.16923076923076924,0.2,0.6461538461538462,-0.046153846153846156,0,0,0,0,1,0,0.37
43572,45,16,0.2,0.15555555555555556,0.7333333333333333,-0.2222222222222222,0,0,0,0,1,0,0.36
44545,62,21,0.1935483870967742,0.14516129032258066,0.3225806451612903,0.04838709677419355,0,0,0,0,1,0,0.34
42436,70,45,0.2571428571428571,0.38571428571428573,0.21428571428571427,-0.14285714285714285,0,0,0,0,0,1,0.64
43267,52,56,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.057692307692307696,0,0,0,0,0,1,1.08
44225,75,72,0.52,0.44,0.25333333333333335,-0.16,0,0,0,0,0,1,0.96
7609,75,65,0.26666666666666666,0.6,0.29333333333333333,-0.25333333333333335,1,0,0,0,0,0,0.87
7958,77,71,0.23376623376623376,0.6883116883116883,0.16883116883116883,0.07792207792207792,1,0,0,0,0,0,0.92
8581,11,5,0.09090909090909091,0.36363636363636365,0.18181818181818182,-1.1818181818181819,1,0,0,0,0,0,0.46
5569,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
5652,70,20,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.0,1,0,0,0,0,0,0.29
5806,30,12,0.16666666666666666,0.23333333333333334,0.3,0.0,1,0,0,0,0,0,0.4
42185,9,1,0.1111111111111111,0.0,0.6666666666666666,-0.2222222222222222,0,0,0,1,0,0,0.11
43809,20,6,0.2,0.1,0.3,0.3,0,0,0,1,0,0,0.3
44461,72,28,0.20833333333333334,0.18055555555555555,0.5833333333333334,-0.16666666666666666,0,0,0,1,0,0,0.39
42633,59,24,0.13559322033898305,0.2711864406779661,0.2711864406779661,-0.0847457627118644,1,0,0,0,0,0,0.41
43639,34,13,0.14705882352941177,0.23529411764705882,0.5882352941176471,-0.23529411764705882,1,0,0,0,0,0,0.38
44640,53,16,0.09433962264150944,0.20754716981132076,0.4528301886792453,-0.22641509433962265,1,0,0,0,0,0,0.3
42551,70,32,0.05714285714285714,0.4,0.34285714285714286,0.11428571428571428,0,1,0,0,0,0,0.46
43487,56,22,0.05357142857142857,0.3392857142857143,0.25,0.03571428571428571,0,1,0,0,0,0,0.39
44450,67,30,0.029850746268656716,0.417910447761194,0.47761194029850745,0.6417910447761194,0,1,0,0,0,0,0.45
29551,71,6,0.028169014084507043,0.056338028169014086,1.4929577464788732,0.056338028169014086,0,1,0,0,0,0,0.09
30531,63,5,0.0,0.07936507936507936,1.1587301587301588,-0.06349206349206349,0,1,0,0,0,0,0.08
33340,2,0,0.0,0.0,5.0,-1.0,0,1,0,0,0,0,0.0
23273,58,20,0.1206896551724138,0.22413793103448276,0.9310344827586207,0.06896551724137931,0,0,0,1,0,0,0.35
24253,55,7,0.0,0.12727272727272726,1.1272727272727272,-0.09090909090909091,0,0,0,1,0,0,0.13
25193,8,3,0.125,0.25,0.5,0.375,0,0,0,1,0,0,0.38
42456,70,43,0.24285714285714285,0.37142857142857144,0.2,0.014285714285714285,0,0,0,1,0,0,0.61
43400,55,30,0.23636363636363636,0.3090909090909091,0.07272727272727272,-0.14545454545454545,0,0,0,1,0,0,0.55
44381,75,36,0.21333333333333335,0.26666666666666666,0.10666666666666667,0.05333333333333334,0,0,0,1,0,0,0.48
3611,56,31,0.21428571428571427,0.3392857142857143,0.32142857142857145,0.0,0,0,0,1,0,0,0.55
3759,67,31,0.2537313432835821,0.208955223880597,0.5970149253731343,0.0,0,0,0,1,0,0,0.46
3970,58,7,0.05172413793103448,0.06896551724137931,0.4482758620689655,0.0,0,0,0,1,0,0,0.12
42412,68,49,0.38235294117647056,0.3382352941176471,0.29411764705882354,0.27941176470588236,0,0,0,1,0,0,0.72
43366,56,33,0.26785714285714285,0.32142857142857145,0.6607142857142857,-0.017857142857142856,0,0,0,1,0,0,0.59
44275,75,55,0.30666666666666664,0.4266666666666667,0.8266666666666667,0.02666666666666667,0,0,0,1,0,0,0.73
1991,48,8,0.0,0.16666666666666666,0.6666666666666666,0.0,0,1,0,0,0,0,0.17
2163,48,5,0.0625,0.041666666666666664,0.375,0.0,0,1,0,0,0,0,0.1
2316,30,4,0.03333333333333333,0.1,1.2,0.0,0,1,0,0,0,0,0.13
10919,4,0,0.0,0.0,0.0,-0.25,0,0,0,1,0,0,0.0
11461,2,0,0.0,0.0,0.0,-0.5,0,0,0,1,0,0,0.0
11887,36,12,0.08333333333333333,0.25,0.5277777777777778,-0.16666666666666666,0,0,0,1,0,0,0.33
511,44,3,0.045454545454545456,0.022727272727272728,0.7045454545454546,0.0,0,0,1,0,0,0,0.07
623,43,6,0.06976744186046512,0.06976744186046512,1.6511627906976745,0.0,0,0,1,0,0,0,0.14
776,44,2,0.022727272727272728,0.022727272727272728,1.2272727272727273,0.0,0,0,1,0,0,0,0.05
2527,47,25,0.2765957446808511,0.2553191489361702,0.3829787234042553,0.0,1,0,0,0,0,0,0.53
2740,29,6,0.06896551724137931,0.13793103448275862,0.6896551724137931,0.0,1,0,0,0,0,0,0.21
2858,50,10,0.12,0.08,0.84,0.0,1,0,0,0,0,0,0.2
42091,12,4,0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.3333333333333333,0,0,0,0,0,1,0.33
42612,65,26,0.15384615384615385,0.24615384615384617,0.15384615384615385,-0.03076923076923077,0,0,0,0,0,1,0.4
44056,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0
42408,70,52,0.22857142857142856,0.5142857142857142,0.2857142857142857,0.15714285714285714,0,1,0,0,0,0,0.74
43467,41,23,0.17073170731707318,0.3902439024390244,0.3902439024390244,0.4878048780487805,0,1,0,0,0,0,0.56
44349,74,41,0.17567567567567569,0.3783783783783784,0.5675675675675675,0.0945945945945946,0,1,0,0,0,0,0.55
10295,61,15,0.14754098360655737,0.09836065573770492,0.6229508196721312,-0.4098360655737705,0,0,0,0,1,0,0.25
10835,15,4,0.06666666666666667,0.2,0.6,-0.5333333333333333,0,0,0,0,1,0,0.27
11399,4,2,0.0,0.5,0.0,0.0,0,0,0,0,1,0,0.5
34131,4,1,0.0,0.25,0.5,0.25,0,1,0,0,0,0,0.25
35111,3,0,0.0,0.0,3.6666666666666665,-0.6666666666666666,0,1,0,0,0,0,0.0
35923,3,1,0.0,0.3333333333333333,0.6666666666666666,0.0,0,1,0,0,0,0,0.33
2529,41,25,0.24390243902439024,0.36585365853658536,0.34146341463414637,0.0,0,0,0,1,0,0,0.61
2655,45,34,0.4444444444444444,0.3111111111111111,0.35555555555555557,0.0,0,0,0,1,0,0,0.76
3234,33,15,0.30303030303030304,0.15151515151515152,0.36363636363636365,0.0,0,0,0,1,0,0,0.46
1338,49,11,0.14285714285714285,0.08163265306122448,1.469387755102041,0.0,0,1,0,0,0,0,0.22
1500,45,10,0.08888888888888889,0.13333333333333333,0.7111111111111111,0.0,0,1,0,0,0,0,0.22
1662,48,11,0.0625,0.16666666666666666,0.9583333333333334,0.0,0,1,0,0,0,0,0.23
37406,16,11,0.25,0.4375,0.25,0.4375,0,0,0,1,0,0,0.69
37873,80,55,0.275,0.4125,0.5,-0.0125,0,0,0,1,0,0,0.69
38913,70,35,0.11428571428571428,0.38571428571428573,0.45714285714285713,0.11428571428571428,0,0,0,1,0,0,0.5
9998,3,0,0.0,0.0,0.0,-0.3333333333333333,0,0,0,0,1,0,0.0
10430,1,0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,0.0
11495,5,0,0.0,0.0,1.6,-0.6,0,0,0,0,1,0,0.0
42727,42,17,0.19047619047619047,0.21428571428571427,0.19047619047619047,-0.23809523809523808,0,0,0,0,1,0,0.41
43361,55,33,0.32727272727272727,0.2727272727272727,0.509090909090909,0.2909090909090909,0,0,0,0,1,0,0.6
44383,46,36,0.2391304347826087,0.5434782608695652,0.30434782608695654,-0.021739130434782608,0,0,0,0,1,0,0.78
39024,81,21,0.08641975308641975,0.1728395061728395,0.3950617283950617,-0.13580246913580246,1,0,0,0,0,0,0.26
40022,49,16,0.10204081632653061,0.22448979591836735,0.24489795918367346,-0.14285714285714285,1,0,0,0,0,0,0.33
41151,24,6,0.08333333333333333,0.16666666666666666,0.5,-0.20833333333333334,1,0,0,0,0,0,0.25
42538,59,33,0.0847457627118644,0.4745762711864407,1.0508474576271187,0.22033898305084745,0,1,0,0,0,0,0.56
43786,52,8,0.0,0.15384615384615385,1.1153846153846154,-0.15384615384615385,0,1,0,0,0,0,0.15
44648,37,16,0.05405405405405406,0.3783783783783784,0.7027027027027027,0.32432432432432434,0,1,0,0,0,0,0.43
32554,77,59,0.4155844155844156,0.35064935064935066,0.38961038961038963,-0.07792207792207792,0,0,0,1,0,0,0.77
33476,81,51,0.2345679012345679,0.3950617283950617,0.32098765432098764,-0.012345679012345678,0,0,0,1,0,0,0.63
34668,43,16,0.16279069767441862,0.20930232558139536,0.18604651162790697,0.09302325581395349,0,0,0,1,0,0,0.37
21420,14,0,0.0,0.0,0.5714285714285714,0.07142857142857142,0,1,0,0,0,0,0.0
22163,3,0,0.0,0.0,0.6666666666666666,-0.3333333333333333,0,1,0,0,0,0,0.0
22730,55,7,0.01818181818181818,0.10909090909090909,0.7454545454545455,-0.18181818181818182,0,1,0,0,0,0,0.13
28595,27,8,0.0,0.2962962962962963,0.6666666666666666,-0.5925925925925926,0,1,0,0,0,0,0.3
29516,27,8,0.0,0.2962962962962963,0.6666666666666666,-0.5925925925925926,0,1,0,0,0,0,0.3
30736,6,0,0.0,0.0,0.6666666666666666,-0.5,0,1,0,0,0,0,0.0
42590,65,28,0.13846153846153847,0.2923076923076923,0.49230769230769234,-0.03076923076923077,1,0,0,0,0,0,0.43
43466,56,23,0.14285714285714285,0.26785714285714285,0.21428571428571427,0.03571428571428571,1,0,0,0,0,0,0.41
44297,76,50,0.17105263157894737,0.4868421052631579,0.21052631578947367,0.25,1,0,0,0,0,0,0.66
28550,48,10,0.0625,0.14583333333333334,0.375,0.041666666666666664,0,1,0,0,0,0,0.21
29471,48,10,0.0625,0.14583333333333334,0.375,0.041666666666666664,0,1,0,0,0,0,0.21
30384,64,12,0.09375,0.09375,0.9375,-0.171875,0,1,0,0,0,0,0.19
37733,1,0,0.0,0.0,2.0,0.0,1,0,0,0,0,0,0.0
38646,3,0,0.0,0.0,0.0,-0.6666666666666666,1,0,0,0,0,0,0.0
39567,5,0,0.0,0.0,0.0,-0.4,1,0,0,0,0,0,0.0
26778,32,10,0.09375,0.21875,0.4375,0.0625,0,0,0,0,1,0,0.31
28210,63,37,0.30158730158730157,0.2857142857142857,0.2857142857142857,0.31746031746031744,0,0,0,0,1,0,0.59
29131,63,37,0.30158730158730157,0.2857142857142857,0.2857142857142857,0.31746031746031744,0,0,0,0,1,0,0.59
28279,37,30,0.21621621621621623,0.5945945945945946,0.32432432432432434,0.24324324324324326,0,0,0,0,1,0,0.81
29200,37,30,0.21621621621621623,0.5945945945945946,0.32432432432432434,0.24324324324324326,0,0,0,0,1,0,0.81
30212,34,25,0.35294117647058826,0.38235294117647056,0.17647058823529413,-0.20588235294117646,0,0,0,0,1,0,0.74
42359,68,67,0.7058823529411765,0.27941176470588236,0.4411764705882353,-0.17647058823529413,0,0,0,1,0,0,0.99
43313,45,42,0.5333333333333333,0.4,0.26666666666666666,-0.15555555555555556,0,0,0,1,0,0,0.93
44200,73,86,0.6438356164383562,0.5342465753424658,0.2465753424657534,0.0958904109589041,0,0,0,1,0,0,1.18
40053,49,14,0.02040816326530612,0.2653061224489796,1.6122448979591837,-0.02040816326530612,0,1,0,0,0,0,0.29
41017,67,13,0.029850746268656716,0.16417910447761194,1.462686567164179,-0.029850746268656716,0,1,0,0,0,0,0.19
42164,35,2,0.0,0.05714285714285714,0.7428571428571429,-0.42857142857142855,0,1,0,0,0,0,0.06
42523,60,34,0.25,0.31666666666666665,0.7666666666666667,0.13333333333333333,0,0,0,0,1,0,0.57
43663,11,12,0.36363636363636365,0.7272727272727273,0.5454545454545454,0.8181818181818182,0,0,0,0,1,0,1.09
44556,67,21,0.05970149253731343,0.2537313432835821,0.417910447761194,-0.26865671641791045,0,0,0,0,1,0,0.31
23923,72,33,0.19444444444444445,0.2638888888888889,0.5833333333333334,-0.1111111111111111,0,0,0,0,1,0,0.46
24657,67,47,0.40298507462686567,0.29850746268656714,0.6865671641791045,0.029850746268656716,0,0,0,0,1,0,0.7
25762,59,19,0.13559322033898305,0.1864406779661017,0.6440677966101694,-0.1864406779661017,0,0,0,0,1,0,0.32
20906,41,18,0.17073170731707318,0.2682926829268293,0.6097560975609756,-0.17073170731707318,1,0,0,0,0,0,0.44
21623,69,34,0.2898550724637681,0.2028985507246377,0.9855072463768116,-0.057971014492753624,1,0,0,0,0,0,0.49
22796,18,3,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,1,0,0,0,0,0,0.17
41715,65,27,0.15384615384615385,0.26153846153846155,0.2153846153846154,0.03076923076923077,0,0,0,1,0,0,0.42
42729,55,17,0.12727272727272726,0.18181818181818182,0.21818181818181817,0.12727272727272726,0,0,0,1,0,0,0.31
44065,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
29804,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
30602,3,1,0.3333333333333333,0.0,0.0,-1.0,0,0,0,0,1,0,0.33
31625,14,0,0.0,0.0,0.2857142857142857,-0.42857142857142855,0,0,0,0,1,0,0.0
35677,27,9,0.1111111111111111,0.2222222222222222,0.2962962962962963,0.2962962962962963,0,1,0,0,0,0,0.33
36617,17,4,0.17647058823529413,0.058823529411764705,0.5882352941176471,0.17647058823529413,0,1,0,0,0,0,0.24
37641,25,2,0.0,0.08,0.32,-0.12,0,1,0,0,0,0,0.08
28535,40,11,0.05,0.225,0.5,-0.2,1,0,0,0,0,0,0.28
29456,40,11,0.05,0.225,0.5,-0.2,1,0,0,0,0,0,0.28
31163,76,18,0.09210526315789473,0.14473684210526316,1.9078947368421053,-0.13157894736842105,1,0,0,0,0,0,0.24
37051,65,42,0.3384615384615385,0.3076923076923077,0.6461538461538462,0.015384615384615385,0,0,0,0,1,0,0.65
38186,57,19,0.10526315789473684,0.22807017543859648,0.5614035087719298,-0.17543859649122806,0,0,0,0,1,0,0.33
39346,15,4,0.06666666666666667,0.2,0.8,0.06666666666666667,0,0,0,0,1,0,0.27
43002,12,4,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,1,0,0,0,0,0,0.33
44032,7,1,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,1,0,0,0,0,0,0.14
45172,8,0,0.0,0.0,0.25,-0.25,1,0,0,0,0,0,0.0
35905,5,1,0.2,0.0,1.8,0.2,0,1,0,0,0,0,0.2
36823,1,0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0.0
37617,20,2,0.05,0.05,0.95,0.05,0,1,0,0,0,0,0.1
42665,57,22,0.08771929824561403,0.2982456140350877,0.2807017543859649,-0.08771929824561403,1,0,0,0,0,0,0.39
43408,56,29,0.30357142857142855,0.21428571428571427,0.14285714285714285,0.10714285714285714,1,0,0,0,0,0,0.52
44405,72,34,0.1388888888888889,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,0,0,0,0,0,0.47
35994,2,0,0.0,0.0,1.0,-0.5,1,0,0,0,0,0,0.0
36902,14,0,0.0,0.0,0.14285714285714285,-0.2857142857142857,1,0,0,0,0,0,0.0
38654,3,0,0.0,0.0,0.6666666666666666,-0.3333333333333333,1,0,0,0,0,0,0.0
39014,79,22,0.11392405063291139,0.16455696202531644,0.620253164556962,-0.16455696202531644,0,0,0,0,1,0,0.28
39847,75,31,0.2,0.21333333333333335,0.8266666666666667,0.04,0,0,0,0,1,0,0.41
40988,71,14,0.08450704225352113,0.11267605633802817,0.8309859154929577,-0.11267605633802817,0,0,0,0,1,0,0.2
43205,3,0,0.0,0.0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0.0
43915,19,3,0.05263157894736842,0.10526315789473684,0.42105263157894735,0.15789473684210525,0,1,0,0,0,0,0.16
44472,71,28,0.028169014084507043,0.36619718309859156,0.676056338028169,0.3380281690140845,0,1,0,0,0,0,0.39
28129,78,51,0.2564102564102564,0.3974358974358974,0.1794871794871795,-0.05128205128205128,1,0,0,0,0,0,0.65
29050,78,51,0.2564102564102564,0.3974358974358974,0.1794871794871795,-0.05128205128205128,1,0,0,0,0,0,0.65
30188,46,28,0.10869565217391304,0.5,0.2608695652173913,-0.13043478260869565,1,0,0,0,0,0,0.61
34042,9,3,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3333333333333333,0,0,0,1,0,0,0.33
34953,8,2,0.125,0.125,0.25,-0.25,0,0,0,1,0,0,0.25
35911,9,1,0.1111111111111111,0.0,0.8888888888888888,-0.2222222222222222,0,0,0,1,0,0,0.11
32442,3,0,0.0,0.0,0.6666666666666666,0.0,0,0,0,1,0,0,0.0
33265,15,1,0.0,0.06666666666666667,1.7333333333333334,-0.06666666666666667,0,0,0,1,0,0,0.07
33815,54,15,0.07407407407407407,0.2037037037037037,0.48148148148148145,0.0,0,1,0,0,0,0,0.28
34246,9,0,0.0,0.0,1.1111111111111112,-0.3333333333333333,0,0,0,1,0,0,0.0
34812,43,8,0.06976744186046512,0.11627906976744186,0.3953488372093023,0.0,0,1,0,0,0,0,0.19
35817,17,4,0.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,0,1,0,0,0,0,0.24
42787,36,13,0.16666666666666666,0.19444444444444445,0.2777777777777778,0.08333333333333333,1,0,0,0,0,0,0.36
43599,49,15,0.08163265306122448,0.22448979591836735,0.4489795918367347,-0.2653061224489796,1,0,0,0,0,0,0.31
44561,36,20,0.3055555555555556,0.25,0.3333333333333333,0.0,1,0,0,0,0,0,0.56
24130,54,13,0.05555555555555555,0.18518518518518517,0.4444444444444444,0.2222222222222222,0,1,0,0,0,0,0.24
25165,34,4,0.058823529411764705,0.058823529411764705,0.29411764705882354,-0.23529411764705882,0,1,0,0,0,0,0.12
25925,51,9,0.0196078431372549,0.1568627450980392,0.35294117647058826,-0.058823529411764705,0,1,0,0,0,0,0.18
20197,63,24,0.06349206349206349,0.31746031746031744,0.9841269841269841,-0.047619047619047616,0,1,0,0,0,0,0.38
20943,44,16,0.045454545454545456,0.3181818181818182,0.75,-0.045454545454545456,0,1,0,0,0,0,0.36
22085,19,1,0.05263157894736842,0.0,0.631578947368421,0.05263157894736842,0,1,0,0,0,0,0.05
33486,77,49,0.23376623376623376,0.4025974025974026,0.7012987012987013,-0.1038961038961039,0,0,0,0,1,0,0.64
34475,74,34,0.21621621621621623,0.24324324324324326,0.5945945945945946,-0.08108108108108109,0,0,0,0,1,0,0.46
36592,14,5,0.14285714285714285,0.21428571428571427,0.42857142857142855,-0.07142857142857142,0,0,0,0,1,0,0.36
38496,13,2,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,1,0,0,0,0,0.15
39188,66,11,0.030303030303030304,0.13636363636363635,0.15151515151515152,-0.07575757575757576,0,1,0,0,0,0,0.17
40169,41,8,0.024390243902439025,0.17073170731707318,0.2926829268292683,0.17073170731707318,0,1,0,0,0,0,0.2
27447,27,25,0.3333333333333333,0.5925925925925926,0.5925925925925926,-0.1111111111111111,0,0,0,0,1,0,0.93
28135,75,50,0.21333333333333335,0.4533333333333333,0.32,-0.32,0,0,0,0,1,0,0.67
29056,75,50,0.21333333333333335,0.4533333333333333,0.32,-0.32,0,0,0,0,1,0,0.67
34690,61,15,0.08196721311475409,0.16393442622950818,0.5901639344262295,0.01639344262295082,0,0,0,1,0,0,0.25
35369,82,33,0.17073170731707318,0.23170731707317074,0.4146341463414634,-0.036585365853658534,0,0,0,1,0,0,0.4
36469,42,9,0.09523809523809523,0.11904761904761904,0.3333333333333333,-0.023809523809523808,0,0,0,1,0,0,0.21
31378,23,5,0.0,0.21739130434782608,1.2173913043478262,0.391304347826087,0,1,0,0,0,0,0.22
32274,22,4,0.045454545454545456,0.13636363636363635,1.6363636363636365,-0.36363636363636365,0,1,0,0,0,0,0.18
33049,47,8,0.02127659574468085,0.14893617021276595,1.2127659574468086,0.06382978723404255,0,1,0,0,0,0,0.17
27772,44,5,0.06818181818181818,0.045454545454545456,0.4090909090909091,-0.022727272727272728,0,0,0,1,0,0,0.11
28834,8,1,0.0,0.125,0.25,0.0,0,0,0,1,0,0,0.13
29755,8,1,0.0,0.125,0.25,0.0,0,0,0,1,0,0,0.13
24504,5,0,0.0,0.0,0.0,-0.2,0,1,0,0,0,0,0.0
25232,23,2,0.043478260869565216,0.043478260869565216,0.08695652173913043,-0.08695652173913043,0,1,0,0,0,0,0.09
27086,2,0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0
29151,47,34,0.3191489361702128,0.40425531914893614,0.2127659574468085,-0.02127659574468085,1,0,0,0,0,0,0.72
29958,82,66,0.34146341463414637,0.4634146341463415,0.8292682926829268,-0.17073170731707318,1,0,0,0,0,0,0.81
30891,58,50,0.3103448275862069,0.5517241379310345,0.7586206896551724,0.10344827586206896,1,0,0,0,0,0,0.86
39172,72,12,0.0,0.16666666666666666,0.9861111111111112,-0.09722222222222222,0,1,0,0,0,0,0.17
40129,76,10,0.02631578947368421,0.10526315789473684,0.9342105263157895,0.013157894736842105,0,1,0,0,0,0,0.13
41097,76,9,0.013157894736842105,0.10526315789473684,0.5263157894736842,0.11842105263157894,0,1,0,0,0,0,0.12
28218,43,36,0.2558139534883721,0.5813953488372093,0.6511627906976745,-0.023255813953488372,1,0,0,0,0,0,0.84
29139,43,36,0.2558139534883721,0.5813953488372093,0.6511627906976745,-0.023255813953488372,1,0,0,0,0,0,0.84
30422,24,10,0.041666666666666664,0.375,1.25,-0.16666666666666666,1,0,0,0,0,0,0.42
30175,59,29,0.0847457627118644,0.4067796610169492,1.4915254237288136,0.06779661016949153,0,1,0,0,0,0,0.49
30959,79,38,0.08860759493670886,0.3924050632911392,1.1645569620253164,0.012658227848101266,0,1,0,0,0,0,0.48
32186,65,8,0.046153846153846156,0.07692307692307693,0.8923076923076924,-0.12307692307692308,0,1,0,0,0,0,0.12
2833,41,22,0.14634146341463414,0.3902439024390244,1.170731707317073,0.0,0,0,1,0,0,0,0.54
3230,33,16,0.21212121212121213,0.2727272727272727,0.5454545454545454,0.0,0,0,1,0,0,0,0.49
3362,31,18,0.22580645161290322,0.3548387096774194,0.06451612903225806,0.0,0,0,1,0,0,0,0.58
5,17,17,0.7058823529411765,0.29411764705882354,1.5294117647058822,0.0,0,0,0,0,1,0,1.0
292,27,3,0.037037037037037035,0.07407407407407407,1.1481481481481481,0.0,0,0,0,0,1,0,0.11
401,7,0,0.0,0.0,0.2857142857142857,0.0,0,0,0,0,1,0,0.0
16944,14,4,0.07142857142857142,0.21428571428571427,0.14285714285714285,-0.42857142857142855,1,0,0,0,0,0,0.29
17658,4,2,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0.5
18320,6,2,0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666,1,0,0,0,0,0,0.33
1798,32,16,0.1875,0.3125,0.125,0.0,1,0,0,0,0,0,0.5
1964,34,15,0.20588235294117646,0.23529411764705882,0.4411764705882353,0.0,1,0,0,0,0,0,0.44
2121,47,19,0.10638297872340426,0.2978723404255319,0.5106382978723404,0.0,1,0,0,0,0,0,0.4
22178,5,0,0.0,0.0,0.4,0.0,1,0,0,0,0,0,0.0
22937,4,0,0.0,0.0,1.25,-0.75,1,0,0,0,0,0,0.0
23728,8,0,0.0,0.0,1.125,0.0,1,0,0,0,0,0,0.0
1822,45,9,0.044444444444444446,0.15555555555555556,1.8,0.0,0,1,0,0,0,0,0.2
1994,44,7,0.06818181818181818,0.09090909090909091,1.5454545454545454,0.0,0,1,0,0,0,0,0.16
2140,48,12,0.10416666666666667,0.14583333333333334,1.3958333333333333,0.0,0,1,0,0,0,0,0.25
6287,53,13,0.018867924528301886,0.22641509433962265,0.37735849056603776,0.0,0,1,0,0,0,0,0.25
6526,64,14,0.015625,0.203125,0.25,0.09375,0,1,0,0,0,0,0.22
6808,64,17,0.0625,0.203125,0.4375,-0.0625,0,1,0,0,0,0,0.27
16993,6,2,0.0,0.3333333333333333,2.5,-0.3333333333333333,0,0,0,1,0,0,0.33
18224,41,7,0.12195121951219512,0.04878048780487805,3.8780487804878048,-0.14634146341463414,0,0,0,1,0,0,0.17
19163,5,0,0.0,0.0,4.4,-0.2,0,0,0,1,0,0,0.0
19081,29,1,0.0,0.034482758620689655,0.3448275862068966,-0.034482758620689655,0,1,0,0,0,0,0.03
19723,59,5,0.01694915254237288,0.06779661016949153,1.0169491525423728,0.0,0,1,0,0,0,0,0.09
20675,7,0,0.0,0.0,1.2857142857142858,-0.14285714285714285,0,1,0,0,0,0,0.0
2487,2,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
2751,21,3,0.09523809523809523,0.047619047619047616,0.38095238095238093,0.0,0,1,0,0,0,0,0.14
2914,16,0,0.0,0.0,1.375,0.0,0,1,0,0,0,0,0.0
29069,82,47,0.24390243902439024,0.32926829268292684,0.34146341463414637,0.2804878048780488,1,0,0,0,0,0,0.57
30202,76,26,0.15789473684210525,0.18421052631578946,0.39473684210526316,-0.039473684210526314,1,0,0,0,0,0,0.34
31488,10,1,0.1,0.0,0.2,0.0,1,0,0,0,0,0,0.1
136,23,15,0.391304347826087,0.2608695652173913,0.34782608695652173,0.0,0,0,0,1,0,0,0.65
183,23,7,0.2608695652173913,0.043478260869565216,0.43478260869565216,0.0,0,0,0,1,0,0,0.3
224,21,4,0.047619047619047616,0.14285714285714285,0.19047619047619047,0.0,0,0,0,1,0,0,0.19
21039,41,10,0.0975609756097561,0.14634146341463414,0.24390243902439024,-0.2926829268292683,1,0,0,0,0,0,0.24
21690,56,26,0.07142857142857142,0.39285714285714285,0.42857142857142855,-0.017857142857142856,1,0,0,0,0,0,0.46
22739,25,6,0.08,0.16,0.08,-0.12,1,0,0,0,0,0,0.24
42701,58,19,0.15517241379310345,0.1724137931034483,0.1724137931034483,0.08620689655172414,0,0,0,1,0,0,0.33
43692,45,11,0.1111111111111111,0.13333333333333333,0.3111111111111111,-0.28888888888888886,0,0,0,1,0,0,0.24
44790,54,7,0.09259259259259259,0.037037037037037035,0.18518518518518517,-0.24074074074074073,0,0,0,1,0,0,0.13
15473,48,20,0.041666666666666664,0.375,0.2916666666666667,-0.22916666666666666,1,0,0,0,0,0,0.42
16349,9,1,0.1111111111111111,0.0,0.0,-0.5555555555555556,1,0,0,0,0,0,0.11
16851,47,12,0.0851063829787234,0.1702127659574468,0.425531914893617,0.06382978723404255,1,0,0,0,0,0,0.26
32006,61,18,0.01639344262295082,0.2786885245901639,0.5901639344262295,-0.08196721311475409,0,1,0,0,0,0,0.3
33279,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
34007,20,5,0.0,0.25,0.1,0.1,0,1,0,0,0,0,0.25
13531,80,32,0.1875,0.2125,0.5125,-0.0875,0,0,0,1,0,0,0.4
14217,73,24,0.1643835616438356,0.1643835616438356,0.3835616438356164,-0.0547945205479452,0,0,0,1,0,0,0.33
14980,38,5,0.10526315789473684,0.02631578947368421,0.21052631578947367,-0.21052631578947367,0,0,0,1,0,0,0.13
12799,78,59,0.32051282051282054,0.4358974358974359,0.15384615384615385,0.21794871794871795,0,0,0,0,1,0,0.76
13381,79,67,0.4050632911392405,0.4430379746835443,0.20253164556962025,0.22784810126582278,0,0,0,0,1,0,0.85
